item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacedBy,nature,natureLabel,source,sourceName,statedName,psid
Q4816857,"Reg Prentice, Baron Prentice",Q7444352,Secretary of State for International Development,1975-06-10,1976-12-21,,,,Q333087,Q1443517,,,,,,Q4816857-4BD82334-2110-48B4-B4EB-31C53542FDA1
Q7308620,Reginald Bray,Q162754,Chancellor of the Duchy of Lancaster,1486-09-22,1503-07-04,,,,Q7792412,Q6249352,,,,,,Q7308620-1E8437AF-A065-4A38-B719-FA0F4BCE2F3B
Q2271478,"Reginald Manningham-Buller, 1st Viscount Dilhorne",Q2631987,Attorney General for England and Wales,1954-10-18,1962-07-16,,,,Q5794714,Q3181562,,,,,,Q2271478-23F43066-8164-48AA-BD30-325CFB881AD4
Q2271478,"Reginald Manningham-Buller, 1st Viscount Dilhorne",Q217217,Lord Chancellor,1962-07-13,1964-10-16,,,,Q334337,Q335370,,,,,,Q2271478-8D0000BF-9C80-4866-BC56-0727794FA4A3
Q333275,Reginald Maudling,Q531471,Chancellor of the Exchequer,1962-07-13,1964-10-16,,,,Q333080,Q9576,,,,,,Q333275-364D9A59-F063-4A43-A988-EEB3359992B1
Q333275,Reginald Maudling,Q5333410,Economic Secretary to the Treasury,1952-01-01,1955-04-07,,,,Q1699943,Q5341978,,,,,,Q333275-05698C89-B7C8-446D-8D21-5AB7E849C5A8
Q333275,Reginald Maudling,Q2484309,Home Secretary,1970-06-20,1972-07-18,,,,Q9576,Q333896,,,,,,Q333275-7993D995-AA76-4370-A094-F0DD281484F9
Q333275,Reginald Maudling,Q6866404,Minister of Supply,1955-04-07,1957-01-14,,,,Q333080,Q4819135,,,,,,Q333275-569D7CEC-57DB-4434-91B9-83086C68C90F
Q333275,Reginald Maudling,Q1060844,Paymaster General,1957-01-14,1959-10-14,,,,Q332995,Q336548,,,,,,Q333275-B8EA9B89-02ED-4A41-9643-08A6D7DD4C88
Q333275,Reginald Maudling,Q7444337,Secretary of State for Commonwealth Relations,1965-07-27,1968-04-21,,,,,,,,,,,Q333275-793E8135-896C-4EA5-9E19-A18209209430
Q333710,Reginald McKenna,Q531471,Chancellor of the Exchequer,1915-05-27,1916-12-10,,,,Q134982,Q166663,,,,,,Q333710-77BB5AD0-1F48-497A-A6E4-2189D54ED290
Q333710,Reginald McKenna,Q5449647,Financial Secretary to the Treasury,1905-01-01,1907-01-01,,,,Q2411883,Q333376,,,,,,Q333710-3C5AA4EB-7DD9-44F7-A9B1-235179C4B778
Q333710,Reginald McKenna,Q2484309,Home Secretary,1911-10-24,1915-05-27,,,,Q8016,Q333091,,,,,,Q333710-6E2282B0-1976-4DA0-8F4E-34C69779C773
Q333710,Reginald McKenna,Q3477306,Secretary of State for Education,1907-01-23,1908-04-12,,,,Q333216,Q333376,,,,,,Q333710-1F5C02AC-333E-4B73-A37A-D34E1E753D6B
Q7323765,"Richard Arden, 1st Baron Alvanley",Q2631987,Attorney General for England and Wales,1784-01-01,1788-01-01,,,,,,,,,,,Q7323765-C033A4CA-B716-4BFC-9970-519F3811A77E
Q5613675,"Richard Assheton Cross, 1st Viscount Cross",Q162754,Chancellor of the Duchy of Lancaster,1895-06-29,1895-07-04,,,,Q334352,Q11708915,,,,,,Q5613675-E2011180-64AD-4116-AAF6-E4DC9F264988
Q5613675,"Richard Assheton Cross, 1st Viscount Cross",Q2484309,Home Secretary,1874-02-21,1880-04-23,,,,Q334355,Q775821,,,,,,Q5613675-7B144A9C-A57F-4FAE-B66E-31D287BD472D
Q5613675,"Richard Assheton Cross, 1st Viscount Cross",Q2484309,Home Secretary,1885-06-24,1886-02-01,,,,Q775821,Q1217502,,,,,,Q5613675-2AED4B97-1AA7-4A08-B3B7-C5E8C1ED81DE
Q5613675,"Richard Assheton Cross, 1st Viscount Cross",Q910308,Lord Privy Seal,1895-06-29,1900-11-12,,,,Q334352,Q243705,,,,,,Q5613675-BBEE66FD-03A5-4716-9DE1-24A2DED31E09
Q7323902,Richard Baggallay,Q2631987,Attorney General for England and Wales,1874-04-20,1875-11-25,,,,Q6223903,Q6239576,,,,,,Q7323902-B3F6E6EF-04A4-407A-AFD3-D6A65BD119F2
Q6237389,"Richard Bethell, 1st Baron Westbury",Q217217,Lord Chancellor,1861-06-26,1865-07-07,,,,Q332738,Q7349362,,,,,,Q6237389-E76C9641-ECA5-4B7B-BE3B-CC48E20A038A
Q338166,Richard Caborn,Q6866372,Minister of State for Trade,1999-07-28,2001-06-11,,,,Q338231,Q1331326,,,,,,Q338166-3F0B142F-3858-4F20-A1E0-1AFA98845EA6
Q338166,Richard Caborn,Q16974879,"Secretary of State for the Environment, Transport and the Regions",1997-05-02,1999-10-20,,,,Q333635,Q575054,,,,,,Q338166-2554B47D-DECB-4D31-93F8-0E006E7FAF20
Q328681,Richard Crossman,Q2636053,Leader of the House of Commons,1966-08-11,1968-10-18,,,,Q268875,Q333371,,,,,,Q328681-D4006EF9-F734-4C42-858D-8DC9F213B8D4
Q328681,Richard Crossman,Q943379,Lord President of the Council,1966-08-11,1968-10-18,,,,Q268875,Q333371,,,,,,Q328681-9E4EE1CE-E6D7-4D5D-951A-262EF760894A
Q328681,Richard Crossman,Q3397406,Secretary of State for Health and Social Care,1968-11-01,1970-06-19,,,,Q6390638,Q333694,,,,,,Q328681-7D71BDBE-AFDE-41E9-9CFC-6E8524E6EC97
Q328681,Richard Crossman,Q4122328,Secretary of State for Health and Social Services,1968-11-01,1970-06-19,,,,Q7444357,Q333694,,,,,,Q328681-DDA4E6B1-CB25-4774-AE0E-2F62035D4664
Q7325748,Richard Fowler,Q162754,Chancellor of the Duchy of Lancaster,,,,,,,,,,,,,Q7325748-29796a24-86c8-4ef3-96c1-70d6bf786fbc
Q2041357,"Richard Grenville-Temple, 2nd Earl Temple",Q910308,Lord Privy Seal,1757-06-30,1761-10-05,,,,Q1090291,Q335406,,,,,,Q2041357-449110b6-4501-8d8e-002e-4fe76cbcb6ca
Q334078,"Richard Haldane, 1st Viscount Haldane",Q2012061,Leader of the House of Lords,1924-01-22,1924-11-03,,,,Q271878,Q271878,,,,,,q334078-08d7ad83-4424-ae5f-6c98-bd4aecd4c1e2
Q334078,"Richard Haldane, 1st Viscount Haldane",Q217217,Lord Chancellor,1912-06-10,1915-05-25,,,,Q3006661,Q5589442,,,,,,q334078-93c4bdc1-426c-3dc2-0856-b88907f652e3
Q334078,"Richard Haldane, 1st Viscount Haldane",Q217217,Lord Chancellor,1924-01-22,1924-11-06,,,,Q334436,Q334436,,,,,,Q334078-E771B907-ECC0-46C7-855F-0462398D6590
Q7327015,Richard Keble,Q217217,Lord Chancellor,,,,,,,,,,,,,Q7327015-31db0732-1a60-48c0-bbff-1e0cc8cb3604
Q12411364,"Richard Law, 1st Baron Coleraine",Q4146869,Minister of State for Foreign Affairs,1943-01-01,1945-01-01,,,,,,,,,,,Q12411364-4f6394cd-4133-da49-e09f-7cad743f2c35
Q12411364,"Richard Law, 1st Baron Coleraine",Q3477306,Secretary of State for Education,1945-05-25,1945-07-26,,,,Q182035,Q332751,,,,,,Q12411364-B35B9F17-2DA6-420E-A15E-1DD7A283FF2F
Q333512,"Richard Marsh, Baron Marsh",Q3246797,Secretary of State for Transport,1968-04-06,1969-10-06,,,,Q2883936,Q334362,,,,,,Q333512-00E75913-8E0A-4B36-8A91-8A5355632CB1
Q28203000,Richard Middleton,Q217217,Lord Chancellor,,,,,,,,,,,,,Q28203000-dd2f41a3-4bd4-4ab7-8ae7-61c0d46ea8ab
Q7327890,Richard More O'Ferrall,Q5449647,Financial Secretary to the Treasury,1841-06-09,1841-08-30,,,,Q7344855,Q7526860,,,,,,Q7327890-9F67061F-A358-47C9-8080-48658AB00B9B
Q7328015,Richard Needham,Q6866372,Minister of State for Trade,1992-04-14,1995-07-06,,,,Q7804223,Q4773176,,,,,,Q7328015-5A00DA52-E0FF-40E3-A05E-79A403C7F074
Q3431082,"Richard Onslow, 1st Baron Onslow",Q531471,Chancellor of the Exchequer,1714-10-13,1715-10-12,,,,,,,,,,,Q3431082-1fcbde10-42a5-f8ff-53aa-ed1af8cd6e9c
Q6315297,"Richard Rich, 1st Baron Rich",Q217217,Lord Chancellor,1547-01-01,1552-01-01,,,,Q8016685,Q7790104,,,,,,Q6315297-3EFA7057-A8B5-4668-B59D-8CDAE4E258DC
Q7328800,Richard Ryder,Q2484309,Home Secretary,1809-11-01,1812-06-08,,,,Q312569,Q312577,,,,,,Q7328800-1C0B46B2-4BD4-41C1-9C9C-0C0B4AE26D35
Q2150490,"Richard Ryder, Baron Ryder of Wensum",Q5333410,Economic Secretary to the Treasury,1989-07-24,1990-07-14,,,,Q19831,Q333007,,,,,,Q2150490-B35D1D26-1AAF-4B69-A3A2-790FD65504B2
Q2150490,"Richard Ryder, Baron Ryder of Wensum",Q1060844,Paymaster General,1990-07-14,1990-11-28,,,,Q335726,Q335713,,,,,,Q2150490-BBF5A321-012A-4F36-AC84-85426F4D6EBE
Q7329262,Richard Stokes,Q910308,Lord Privy Seal,1951-04-26,1951-10-01,,,,Q332365,Q333205,,,,,,Q7329262-1107D02C-4F3E-4F33-B5E7-93C0618DD331
Q3701727,"Richard Temple-Nugent-Brydges-Chandos-Grenville, 2nd Duke of Buckingham and Chandos",Q910308,Lord Privy Seal,1841-09-03,1842-02-02,,,,Q335305,Q2702418,,,,,,Q3701727-13BFB47C-C364-4670-BA19-5A1F87DB8FDC
Q3701723,"Richard Temple-Nugent-Brydges-Chandos-Grenville, 3rd Duke of Buckingham and Chandos",Q943379,Lord President of the Council,1866-01-01,1867-01-01,,,,Q334053,Q333355,,,,,,Q3701723-c27730b8-4241-ff49-ccde-11d122c96939
Q334251,"Richard Webster, 1st Viscount Alverstone",Q2631987,Attorney General for England and Wales,1885-06-27,1886-01-28,,,,Q11708915,Q334027,,,,,,Q334251-86490296-224F-4265-AA54-76DFD7C0D559
Q334251,"Richard Webster, 1st Viscount Alverstone",Q2631987,Attorney General for England and Wales,1886-08-05,1892-08-11,,,,Q334027,Q334027,,,,,,Q334251-1A31B686-29A9-41D5-BEE0-E386CB5E5567
Q334251,"Richard Webster, 1st Viscount Alverstone",Q2631987,Attorney General for England and Wales,1895-07-08,1900-05-07,,,,Q3006661,Q332700,,,,,,Q334251-8A31870F-961B-4D47-969C-2A8AF225ADF1
Q335205,"Richard Wellesley, 1st Marquess Wellesley",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1809-12-06,1812-03-04,,,,Q335316,Q333050,,,,,,Q335205-86B54CC2-0938-4F5B-9BA9-643F6805C4E0
Q7329899,Richard West,Q1846056,Lord Chancellor of Ireland,,,,,,,,,,,,,Q7329899-672f54fd-4cf1-ea1f-4c4b-8aa339079126
Q7330041,Richard Wingfield,Q162754,Chancellor of the Duchy of Lancaster,,,,,,,,,,,,,Q7330041-73f7cd78-fd48-42d9-9cd1-a0003d4cb437
Q7330227,"Richard le Scrope, 1st Baron Scrope of Bolton",Q217217,Lord Chancellor,,,,,,,,,,,,,Q7330227-fae8c98c-5f47-43e3-b24f-574710c435cb
Q20055561,Rishi Sunak,Q531471,Chancellor of the Exchequer,2020-02-13,,,,,Q727798,,,,https://www.gov.uk/government/ministers,Rishi Sunak,Chancellor of the Exchequer,Q20055561-5150b06e-4ae0-c24d-1131-2af471406f79
Q20055561,Rishi Sunak,Q5096927,Chief Secretary to the Treasury,2019-07-24,2020-02-13,,,,Q272201,Q260546,,,,,,Q20055561-2728a9e1-414c-7c83-4291-3d8f48ce02c3
Q2686624,"Robert Bourchier, 1st Baron Bourchier",Q217217,Lord Chancellor,1340-12-22,1341-11-04,,,,,,,,,,,Q2686624-0a80880d-2057-46ce-8981-353213acbca0
Q269853,Robert Buckland,Q217217,Lord Chancellor,2019-07-24,2021-09-15,,,,Q391256,Q268584,,,https://www.gov.uk/government/ministers,Robert Buckland,Lord Chancellor,Q269853-246e75be-4eb1-0a0f-712d-648d3ea61b67
Q269853,Robert Buckland,Q96393330,Minister for Prisons,2019-05-09,2019-07-24,,,,Q328892,Q19957811,,,,,,Q269853-F17C7FCB-8021-40A0-A9D3-408E5A12B3E1
Q269853,Robert Buckland,Q3477307,Secretary of State for Justice,2019-07-24,2021-09-15,,,,Q391256,Q268584,,,https://www.gov.uk/government/ministers,Robert Buckland,Secretary of State for Justice,Q269853-db30a91e-41c9-9cb4-0b42-c896e5c650b1
Q7342511,Robert Burnell,Q217217,Lord Chancellor,1274-01-01,1292-01-01,,,,Q7966515,Q6244013,,,,,,Q7342511-9c44d0ac-4a1c-00f5-05e9-d8ebb84e544e
Q333896,Robert Carr,Q2484309,Home Secretary,1972-07-18,1974-03-04,,,,Q333275,Q323488,,,,,,Q333896-A0E57AD9-B724-4D84-BEAA-D17A4F4FD009
Q333896,Robert Carr,Q2636053,Leader of the House of Commons,1972-04-07,1972-11-05,,,,Q333963,Q333412,,,,,,Q333896-23335804-6515-4634-B511-58FA07A7DC3F
Q12702,Robert Cecil,Q162754,Chancellor of the Duchy of Lancaster,1924-11-10,1927-10-19,,,,Q2912529,Q5614408,,,,,,Q12702-3E34B4CB-F64F-4A84-9142-EE6A88C82C23
Q12702,Robert Cecil,Q910308,Lord Privy Seal,1923-05-25,1924-01-22,,,,Q188999,Q332915,,,,,,Q12702-C1FBC891-E704-4EEA-A973-1D0388069146
Q12702,Robert Cecil,Q910308,Lord Privy Seal,1923-05-28,1924-01-22,,,,Q188999,Q332915,,,,,,Q12702-3064E7BB-A5DC-4CE3-82EF-A6588830C28F
Q704171,"Robert Cecil, 1st Earl of Salisbury",Q162754,Chancellor of the Duchy of Lancaster,1597-10-08,1599-01-01,,,,,,,,,,,Q704171-942C5EAF-71FB-4DAA-9890-6B31B5857092
Q704171,"Robert Cecil, 1st Earl of Salisbury",Q910308,Lord Privy Seal,1598-01-01,1612-01-01,,,,Q354309,Q2697631,,,,,,Q704171-5883BAEF-85FE-4762-9F54-DB97FEA639C0
Q7343038,"Robert Collier, 1st Baron Monkswell",Q2631987,Attorney General for England and Wales,1868-12-12,1871-11-10,,,,Q6223903,Q1574706,,,,,,Q7343038-63B62CC7-118B-4526-92E3-E0904E2A6AC2
Q336421,"Robert Crewe-Milnes, 1st Marquess of Crewe",Q2012061,Leader of the House of Lords,1908-04-14,1916-12-10,,,,Q333111,Q271878,,,,,,Q336421-3229B5D4-4F0A-439E-97A8-43218211C5CA
Q336421,"Robert Crewe-Milnes, 1st Marquess of Crewe",Q943379,Lord President of the Council,1915-05-25,1916-12-10,,,,Q2470852,Q271878,,,,,,Q336421-6533251F-7614-48E8-BF12-AFD123566486
Q336421,"Robert Crewe-Milnes, 1st Marquess of Crewe",Q910308,Lord Privy Seal,1908-10-09,1911-10-01,,,,Q333111,Q2462181,,,,,,Q336421-2109815D-F157-42E2-B660-14BB9EE249AB
Q336421,"Robert Crewe-Milnes, 1st Marquess of Crewe",Q910308,Lord Privy Seal,1912-02-13,1915-05-01,,,,Q2462181,Q271878,,,,,,Q336421-B555787D-2A61-4CC9-8759-3EAF03A9D7F9
Q336421,"Robert Crewe-Milnes, 1st Marquess of Crewe",Q3477306,Secretary of State for Education,1916-08-18,1916-12-10,,,,Q208665,Q333442,,,,,,Q336421-B373EF5C-3C04-4DB2-9D09-B57F1792B961
Q332700,"Robert Finlay, 1st Viscount Finlay",Q2631987,Attorney General for England and Wales,1900-05-07,1905-12-04,,,,Q334251,Q6244227,,,,,,Q332700-A16069F8-DCAE-48CE-894A-76661C333869
Q332700,"Robert Finlay, 1st Viscount Finlay",Q217217,Lord Chancellor,1916-12-10,1919-01-10,,,,Q5589442,Q333683,,,,,,Q332700-0AEFF48F-829A-4911-80F3-3E8F6E82CE30
Q243705,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury",Q2012061,Leader of the House of Lords,1885-06-23,1886-01-28,,,,Q334053,Q334053,,,,,,Q243705-709A06A6-B6A4-4D73-8717-CAE46FA782CC
Q243705,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury",Q2012061,Leader of the House of Lords,1886-07-25,1892-08-11,,,,Q334053,Q335342,,,,,,Q243705-2F709044-F734-428F-BF9C-0F4ACB92DBCB
Q243705,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury",Q2012061,Leader of the House of Lords,1895-06-25,1902-07-11,,,,Q244620,Q334063,,,,,,Q243705-5E3CCDE1-4970-41CF-AA92-C1A50CBE32F1
Q243705,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury",Q910308,Lord Privy Seal,1900-11-12,1902-07-11,,,,Q5613675,Q19008,,,,,,Q243705-09D83422-C500-43DE-9C90-1836B351F4BD
Q243705,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury",Q14211,Prime Minister of the United Kingdom,1885-06-23,1886-01-28,,,,Q160852,Q160852,,,,,,Q243705-12eb577a-49da-b04a-daf8-36935dd57f17
Q243705,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury",Q14211,Prime Minister of the United Kingdom,1886-07-25,1892-08-11,,,,Q160852,Q160852,,,,,,Q243705-d010fa59-4dd1-f46e-5a87-4ae748f1d498
Q243705,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury",Q14211,Prime Minister of the United Kingdom,1895-06-25,1902-07-11,,,,Q244620,Q19008,,,,,,Q243705-9A6F92ED-3A10-4154-B05F-45AACC41CB4C
Q243705,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1895-06-29,1900-11-12,,,,Q335342,Q337386,,,,,,Q243705-EB8471B8-B814-41DE-BB03-250024A64FEB
Q333205,"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",Q2012061,Leader of the House of Lords,1942-02-21,1945-07-26,,,,Q332475,Q334088,,,,,,Q333205-1C1B5363-A659-4E9D-87BA-B0F5A1FD11FF
Q333205,"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",Q2012061,Leader of the House of Lords,1951-10-28,1957-03-29,,,,Q334088,Q128976,,,,,,Q333205-DDD91D01-CC4F-4E12-89B8-0ADFA09ED7B4
Q333205,"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",Q943379,Lord President of the Council,1952-11-25,1957-03-29,,,,Q335703,Q128976,,,,,,Q333205-A50529F2-FDD6-4CAE-B3E1-6E9C15012669
Q333205,"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",Q910308,Lord Privy Seal,1942-11-22,1943-09-01,,,,Q332405,Q332454,,,,,,Q333205-C57FAE1D-BBB7-4FAC-917B-0CE14F437688
Q333205,"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",Q910308,Lord Privy Seal,1951-10-28,1952-05-07,,,,Q7329262,Q333345,,,,,,Q333205-6D21A69F-459C-4B28-9438-89B4BFD124F7
Q335589,"Robert Gascoyne-Cecil, 7th Marquess of Salisbury",Q2012061,Leader of the House of Lords,1994-07-20,1997-05-02,,,,Q334298,Q333309,,,,,,Q335589-8B97ACA9-326B-4BEE-B989-EEC9703C76BF
Q335589,"Robert Gascoyne-Cecil, 7th Marquess of Salisbury",Q910308,Lord Privy Seal,1994-07-20,1997-05-02,,,,Q334298,Q333309,,,,,,Q335589-4B6DE1CE-D4ED-4E3D-9044-4B123F3E28E6
Q391644,Robert Goodwill,Q105063624,Minister for Agriculture and Food,2019-03-05,2019-07-25,,,,Q303510,Q303510,,,,,,Q391644-5661BA49-998F-4C22-9E3D-2B173C85CA04
Q391644,Robert Goodwill,Q6865755,Minister of State for Children,2017-06-12,2018-01-09,,,,Q272318,Q259361,,,,,,Q391644-5081BB96-3074-419E-891A-CB1D13FEAF20
Q391644,Robert Goodwill,Q15109454,Minister of State for Transport,2013-10-07,2015-12-09,,,,Q260082,Q1237673,,,,,,Q391644-A42E788F-193F-4173-81B4-F74FAD8755B3
Q391644,Robert Goodwill,Q15109454,Minister of State for Transport,2015-12-09,2016-07-16,,,,Q478686,Q478686,,,,,,Q391644-ED447839-F4EE-44C5-8A28-E84F891601C6
Q7344855,Robert Gordon,Q5449647,Financial Secretary to the Treasury,1839-09-06,1841-01-01,,,,Q3750914,Q7327890,,,,,,Q7344855-294A752D-F02F-4FE0-8BE2-1D34192EFC6E
Q332499,"Robert Harley, 1st Earl of Oxford and Earl Mortimer",Q531471,Chancellor of the Exchequer,1710-08-11,1711-06-04,,,,Q6258265,Q111640,,,,,,Q332499-3CD0FFBE-88A1-4A43-B4A0-C965F0B8326B
Q7345402,"Robert Henley, 1st Earl of Northington",Q943379,Lord President of the Council,1766-07-30,1767-12-22,,,,Q5217140,Q1090291,,,,,,Q7345402-FE9E1AE9-3DCB-4433-8B56-A6355583599B
Q333417,"Robert Hobart, 4th Earl of Buckinghamshire",Q162754,Chancellor of the Duchy of Lancaster,1805-01-14,1805-07-10,,,,Q332654,Q333011,,,,,,Q333417-2B0951D1-E162-4EEF-A55F-8BA396B09FA2
Q333417,"Robert Hobart, 4th Earl of Buckinghamshire",Q162754,Chancellor of the Duchy of Lancaster,1812-05-23,1812-06-23,,,,Q233992,Q5075471,,,,,,Q333417-1B3967B9-EFB3-4AEB-9F30-943E069548A5
Q333417,"Robert Hobart, 4th Earl of Buckinghamshire",Q162754,Chancellor of the Duchy of Lancaster,1812-06-23,1812-08-23,,,,Q233992,Q5075471,,,,,,Q333417-FCA6410B-669A-4F77-BA0A-B565AFCDA459
Q333417,"Robert Hobart, 4th Earl of Buckinghamshire",Q2012061,Leader of the House of Lords,1801-03-01,1801-10-01,,,,Q312596,Q337864,,,,,,Q333417-416EF9F0-2738-4838-9701-CEFADA6D6429
Q1241043,"Robert Horne, 1st Viscount Horne of Slamannan",Q531471,Chancellor of the Exchequer,1921-04-01,1922-10-19,,,,Q188999,Q166635,,,,,,Q1241043-913F1AF8-B678-4491-B4EB-82B34727884C
Q1241043,"Robert Horne, 1st Viscount Horne of Slamannan",Q7444342,Secretary of State for Employment,1919-01-10,1920-03-19,,,,Q5540474,Q7791211,,,,,,Q1241043-D874D13C-2D74-491E-B811-C7BC0D228741
Q312569,"Robert Jenkinson, 2nd Earl of Liverpool",Q2484309,Home Secretary,1804-05-12,1806-02-05,,,,Q5081631,Q332521,,,,,,Q312569-A432059D-DC45-42D5-8C4C-3DC8D60EE693
Q312569,"Robert Jenkinson, 2nd Earl of Liverpool",Q2484309,Home Secretary,1807-03-25,1809-11-01,,,,Q332521,Q7328800,,,,,,Q312569-C2749E8E-DDD8-46A6-A397-A805CB98FDA2
Q312569,"Robert Jenkinson, 2nd Earl of Liverpool",Q2012061,Leader of the House of Lords,1803-11-01,1806-02-01,,,,Q337864,Q312596,,,,,,Q312569-97268AC4-8082-4447-93BB-63ED61D6F058
Q312569,"Robert Jenkinson, 2nd Earl of Liverpool",Q2012061,Leader of the House of Lords,1807-03-25,1827-04-09,,,,Q312596,Q312591,,,,,,Q312569-ECC83310-9647-4BC5-95EB-03A5DCCCC0AD
Q312569,"Robert Jenkinson, 2nd Earl of Liverpool",Q14211,Prime Minister of the United Kingdom,1812-06-08,1827-04-09,,,,Q233992,Q219731,,,,,,Q312569-B47B2270-06B5-42E6-8157-B43BF6A8BF81
Q312569,"Robert Jenkinson, 2nd Earl of Liverpool",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1801-02-20,1804-05-14,,,,Q312596,Q333011,,,,,,Q312569-41D790A4-9BEC-4A5F-8F2A-0052E0CE46DB
Q17180679,Robert Jenrick,Q11781526,"Secretary of State for Levelling Up, Housing and Communities",2019-07-24,2021-09-15,,,,Q265140,,,,https://www.gov.uk/government/ministers,Robert Jenrick,"Secretary of State for Housing, Communities and Local Government",Q17180679-653f10cb-40f3-bd34-c38f-875d708cfdcf
Q5391268,Robert Key,Q6865965,"Minister for Sport, Civil Society and Loneliness",1992-04-14,1993-05-27,,,,Q333736,Q1655384,,,,,,Q5391268-4F8EA5B0-CC95-4D51-8231-35FD0EE3AACA
Q334355,Robert Lowe,Q531471,Chancellor of the Exchequer,1868-12-09,1873-08-11,,,,Q334272,Q160852,,,,,,Q334355-D6BEEC8A-11DF-4C5C-88B1-1026C5A23EFA
Q334355,Robert Lowe,Q2484309,Home Secretary,1873-08-09,1874-02-20,,,,Q335550,Q5613675,,,,,,Q334355-46D013C9-C5C0-4B44-8772-94A712A42003
Q334355,Robert Lowe,Q3477306,Secretary of State for Education,1859-06-24,1864-04-26,,,,Q338354,Q335550,,,,,,Q334355-69FD4C46-839C-4E5F-95FB-6F54963A450D
Q7347872,"Robert Munro, 1st Baron Alness",Q111784,Secretary of State for Scotland,1916-12-10,1922-10-19,,,,Q5662543,Q1386511,,,,,,Q7347872-BB2EFC8D-A01A-4E19-81B4-73B94117BE33
Q13530008,Robert Nisbet-Hamilton,Q162754,Chancellor of the Duchy of Lancaster,1852-03-01,1852-12-17,,,,Q2079517,Q5345487,,,,,,Q13530008-ADD95544-B117-4C5E-B2C1-AD394BA95679
Q181875,Robert Peel,Q531471,Chancellor of the Exchequer,1834-12-02,1835-04-08,,,,Q333102,Q5992003,,,,,,Q181875-63CAEF84-2D47-4AAA-8EB7-5349B097D05E
Q181875,Robert Peel,Q2484309,Home Secretary,1822-01-17,1827-04-10,,,,Q312577,Q8018954,,,,,,Q181875-C43DC607-6F66-4D5C-A4A7-F9866EFA2957
Q181875,Robert Peel,Q2484309,Home Secretary,1828-01-26,1830-11-22,,,,Q332639,Q312567,,,,,,Q181875-E9E2FAA9-E03D-40C6-8874-AF79CEF30CCF
Q181875,Robert Peel,Q2636053,Leader of the House of Commons,1828-01-26,1830-11-16,,,,Q333716,Q386213,,,,,,Q181875-5D032E1D-D508-4AE1-9099-CDB195B794FC
Q181875,Robert Peel,Q2636053,Leader of the House of Commons,1834-12-10,1835-04-08,,,,,Q157259,,,,,,Q181875-D428C0AA-4291-4339-8799-178F68FF7B79
Q181875,Robert Peel,Q2636053,Leader of the House of Commons,1841-08-30,1846-06-29,,,,Q157259,Q157259,,,,,,Q181875-77635869-AF5E-4E20-A16E-F6F87CC2CCAC
Q181875,Robert Peel,Q14211,Prime Minister of the United Kingdom,1834-12-10,1835-04-08,,,,Q131691,Q312567,,,,,,Q181875-3faacd89-4b08-154c-1b31-ea4c483d962a
Q181875,Robert Peel,Q14211,Prime Minister of the United Kingdom,1841-08-30,1846-06-29,,,,Q312567,Q157259,,,,,,Q181875-339148c7-45d3-6ca1-8651-a0c315974239
Q7349183,"Robert Raymond, 1st Baron Raymond",Q2631987,Attorney General for England and Wales,,,,,,,,,,,,,Q7349183-847640a1-486e-fd08-e0fe-13e6812c1864
Q3006661,"Robert Reid, 1st Earl Loreburn",Q2631987,Attorney General for England and Wales,1894-10-24,1895-06-21,,,,Q6254926,Q334251,,,,,,Q3006661-7110C90E-BACC-49F1-8C17-22D170576F49
Q3006661,"Robert Reid, 1st Earl Loreburn",Q217217,Lord Chancellor,1905-12-10,1912-06-10,,,,Q334020,Q334078,,,,,,Q3006661-fcaee032-48b6-184f-7066-47761874295b
Q7349362,"Robert Rolfe, 1st Baron Cranworth",Q217217,Lord Chancellor,1852-12-28,1858-02-21,,,,Q5345498,Q332731,,,,,,Q7349362-740B3671-A443-4D9D-827D-D84690527598
Q7349362,"Robert Rolfe, 1st Baron Cranworth",Q217217,Lord Chancellor,1865-07-07,1866-06-26,,,,Q6237389,Q332731,,,,,,Q7349362-16B91728-0CF6-4E68-B4E9-7D9926C6C626
Q7349591,Robert Sawyer,Q2631987,Attorney General for England and Wales,1681-01-01,1687-01-01,,,,,,,,,,,Q7349591-3ce028c5-40f3-1236-1e98-47661e1a1fb8
Q2158815,"Robert Sheldon, Baron Sheldon",Q5449647,Financial Secretary to the Treasury,1975-06-17,1979-05-04,,,,Q1700212,Q335078,,,,,,Q2158815-FF25F541-EDCE-4B2E-87D9-150C4A037761
